Χρονικήσήμανση;Συναινώστηδιαδικασία;gender;age;educ;food;cell;noDistract;Talk;art;cinephile;movieFreq;Att1;Att2;Att3_r;Att4;Att5_r;Att6;Att7;Att8;Extr1;Agr1_r;Con1;Open1;Extr2_r;Agr2;Con2_r;Open2;Extr3;Agr3_r;Con3;Open3;Extr4;Agr4;Con4_r;Open4;Extr5_r;Agr5;Con5_r;Open5;Extr6;Agr6_r;Con6;Open6;Extr7_r;Agr7;Con7;Open7_r;Extr8;Agr8_r;Con8;Open8;Open9_r;Agr9;Con9_r;Open10;Mac1;Mac2;Mac3;Mac4;Mac5;Mac6;Mac7;Mac8;Mac9;Narc1;Narc2_r;Narc3;Narc4;Narc5;Narc6_r;Narc7;Narc8_r;Narc9;Psych1;Psych2_r;Psych3;Psych4;Psych5;Psych6;Psych7_r;Psych8;Psych9;AfEmp1_r;AfEmp2;CoEmp1;AfEmp3;AfEmp4;CoEmp2_r;AfEmp5_r;AfEmp6_r;CoEmp3;CoEmp4;AfEmp7;CoEmp5;AfEmp8_r;CoEMp6;AfEmp9;CoEmp7;AfEmp10;AfEmp11_r;CoEmp8_r;CoEmp9_r;Att3REC;Att5REC;ATTENT;ATTENTION;Extr2REC;Extr5REC;Extr7REC;EXTR;Agr1REC;Agr3REC;Agr6REC;Agr8REC;Con2REC;Con4REC;Con5REC;Con9REC;AGR;CON;Open7REC;Open9REC;OPEN;MAC;Narc2REC;Narc6REC;Narc8REC;Psych2REC;Psych7REC;NARC;PSYCH;AfEmp1REC;AfEmp5REC;AfEmp6REC;AfEmp8REC;AfEmp11REC;CoEmp2REC;CoEmp8REC;CoEmp9REC;AffEmp;CoEmp
4/20/2022;Συναινώ;2;46;6;2;3;6;2;6;5;3;2;3;3;3;3;2;3;3;5;4;4;5;4;5;6;6;5;2;5;6;4;4;4;6;5;3;4;5;6;5;5;5;6;5;5;3;5;5;4;6;6;2;2;5;5;2;3;3;3;2;2;2;5;4;4;1;3;4;4;4;3;2;2;4;2;3;6;4;5;3;2;5;5;6;5;4;2;3;6;5;5;5;5;3;5;5;5;4;2;2;2;2;2;2,5;2,5;4;3;2;4,25;4;6;3;3;2;4;4;6;3,88888888888889;4,33333333333333;5;2;5,1;3;4;4;5;4;3;3,44444444444444;3,22222222222222;3;5;2;5;6;6;6;6;4,45454545454545;5,44444444444444
4/20/2022;Συναινώ;2;31;5;6;2;7;5;9;7;4;1;3;3;2;2;1;2;2;7;5;4;4;3;6;4;5;5;4;6;6;7;6;2;6;2;4;5;4;6;4;7;6;2;6;6;5;7;2;6;5;3;6;2;6;6;4;2;4;2;1;3;2;4;2;4;5;3;4;4;2;2;2;1;6;1;2;2;1;7;1;1;3;5;6;5;3;2;2;2;6;6;6;5;2;6;3;6;4;3;3;2;2;3;2;2;5;6;6;6,125;3;4;4;6;4;6;3;6;5;5,33333333333333;3;5;5;3,11111111111111;4;4;6;2;1;3,55555555555556;1,33333333333333;5;6;6;6;5;6;5;6;4,90909090909091;5,77777777777778
4/20/2022;Συναινώ;2;27;4;7;1;6;2;1;7;4;1;2;3;1;3;3;3;2;5;2;6;4;5;6;4;6;4;1;7;4;4;6;2;7;4;5;4;4;5;2;6;6;5;6;6;5;5;2;4;4;4;5;3;3;5;4;1;1;1;1;3;1;5;4;6;3;4;2;5;4;5;5;2;6;1;1;2;2;7;1;1;2;5;6;5;4;3;4;3;5;5;5;5;6;5;2;6;4;1;2;2;2;2;2;2;3;4;3;4,125;6;7;6;6;4;6;4;5;5,88888888888889;5,33333333333333;3;4;4,5;2,44444444444444;2;3;3;2;1;3,33333333333333;1,44444444444444;6;4;5;2;7;5;6;6;4,45454545454545;5,44444444444444
4/20/2022;Συναινώ;2;42;4;7;1;7;1;9;7;3;1;1;4;3;3;4;3;2;5;3;7;5;4;6;3;6;5;2;7;4;5;6;1;6;6;4;1;5;6;6;7;7;7;6;7;3;6;4;6;6;3;5;3;6;4;5;4;4;1;1;2;1;2;5;4;5;2;7;6;1;4;6;1;7;1;2;5;1;7;1;1;1;7;7;5;7;2;1;1;7;5;6;5;2;6;4;4;6;1;2;2;1;2;2,125;2,125;4;2;1;4,25;5;6;2;4;5;7;7;5;4,88888888888889;6,44444444444444;5;5;5,5;2,66666666666667;4;2;4;1;1;4;1,55555555555556;7;7;7;6;7;6;6;6;6,27272727272727;5,77777777777778
4/20/2022;Συναινώ;2;28;4;4;5;6;3;8;8;4;2;3;2;2;3;2;3;2;5;4;4;5;5;5;6;5;5;2;5;5;4;6;7;7;5;5;5;5;4;3;5;7;6;6;5;4;5;3;5;5;2;5;6;6;5;7;4;6;5;5;4;6;5;1;5;2;2;5;5;2;5;6;4;5;5;1;5;4;7;4;5;5;5;5;2;5;3;2;2;6;5;5;6;2;5;4;6;5;2;2;2;3;2;2,375;2,375;3;3;2;3,875;4;6;5;5;2;1;3;2;5,22222222222222;3,55555555555556;4;6;5,5;5,22222222222222;3;3;3;3;1;3;3,55555555555556;3;6;6;6;6;5;6;6;4,81818181818182;5,55555555555556
4/20/2022;Συναινώ;2;45;3;7;3;6;3;5;8;2;1;3;2;1;2;2;1;1;7;2;6;6;6;6;4;6;5;2;6;4;7;7;2;7;6;5;1;7;5;2;6;6;3;7;6;1;6;2;6;5;2;6;3;5;1;6;1;2;1;1;1;1;1;1;3;1;1;6;1;1;6;6;4;3;4;2;2;2;7;1;1;7;6;7;6;7;1;2;2;6;3;1;6;1;7;3;7;3;1;3;1;3;3;1,875;1,875;2;2;5;4,875;6;6;6;6;4;6;7;5;6,11111111111111;5,77777777777778;7;6;5,9;1,66666666666667;5;7;2;5;1;3,33333333333333;2,44444444444444;1;6;6;7;7;7;5;7;4,81818181818182;6,11111111111111
4/20/2022;Συναινώ;2;28;4;6;6;5;6;5;7;3;3;2;3;1;2;1;2;2;3;3;5;4;6;6;3;3;2;1;6;3;3;6;1;2;6;5;3;4;3;4;6;5;7;6;5;5;3;2;5;3;6;6;2;3;6;2;1;4;3;5;5;3;5;2;6;2;2;4;7;2;5;5;1;2;1;2;4;1;7;2;1;3;6;7;1;5;1;3;1;7;7;4;6;3;7;2;7;5;2;1;1;2;3;2;2;2;2;1;2,375;5;7;4;6;5;7;5;6;5,66666666666667;5,55555555555556;3;2;3,2;3,77777777777778;2;1;3;6;1;2,55555555555556;2,11111111111111;5;5;7;5;6;7;7;7;4,63636363636364;6,88888888888889
4/20/2022;Συναινώ;2;24;4;4;4;5;4;6;5;3;2;4;2;1;2;1;1;1;6;3;4;5;3;5;5;6;2;1;6;6;4;3;3;6;4;3;6;6;5;2;5;6;4;6;6;3;5;2;3;6;3;4;5;5;5;3;3;4;1;3;6;3;7;4;4;2;5;4;2;4;5;3;1;7;2;1;1;1;7;2;1;5;2;7;2;5;1;3;4;5;6;7;6;2;7;5;7;5;3;2;2;3;3;2;2;5;4;4;4,375;5;7;6;6;3;5;2;3;5;4,11111111111111;5;5;5,6;3,88888888888889;4;6;3;1;1;3,88888888888889;1,22222222222222;3;5;4;6;5;7;6;6;4,45454545454545;6,33333333333333
4/20/2022;Συναινώ;2;27;2;4;3;6;4;5;1;1;3;3;2;4;3;4;4;3;6;5;3;6;5;6;6;7;5;3;5;7;5;4;5;6;5;3;6;5;7;6;2;6;4;6;5;6;5;4;1;7;2;3;7;7;4;2;1;3;3;2;2;4;5;4;4;5;6;3;1;1;3;2;1;7;1;2;5;2;7;1;2;4;3;6;6;4;3;4;5;7;6;4;7;2;7;2;4;3;2;3;3;3;2;3,25;3,25;3;3;4;4,75;3;5;2;4;2;3;2;1;4;2,66666666666667;2;6;5,9;2,88888888888889;4;7;5;1;1;4,11111111111111;1,77777777777778;4;4;3;6;6;5;5;5;4,09090909090909;5,77777777777778
4/20/2022;Συναινώ;2;35;4;4;3;7;2;9;7;3;2;4;3;2;2;3;3;1;6;2;4;6;7;7;5;5;3;2;5;6;4;7;5;4;3;7;3;4;4;1;3;7;7;7;4;4;3;2;3;5;6;5;4;6;4;4;2;4;2;1;4;4;3;3;5;4;3;6;7;7;6;5;1;4;1;2;1;1;7;1;4;1;6;6;6;5;6;1;2;5;6;7;5;2;6;4;6;5;1;2;2;2;3;2,5;2,5;1;5;1;3,375;6;6;7;6;3;3;5;4;6,44444444444444;3,77777777777778;4;2;4,9;3,11111111111111;3;1;2;4;1;3,77777777777778;1,77777777777778;7;7;6;6;7;2;6;6;6;5,33333333333333
4/20/2022;Συναινώ;2;31;3;3;1;7;2;5;8;3;4;1;4;1;4;1;1;1;4;3;6;5;2;5;4;6;6;5;7;5;5;3;2;6;3;5;1;5;6;3;7;6;4;5;7;5;6;3;4;4;3;4;3;5;7;7;5;4;5;6;7;6;4;4;2;3;2;6;2;2;3;6;3;3;4;4;5;5;7;5;6;1;5;7;6;5;2;2;2;6;6;6;6;3;6;6;6;6;1;1;1;1;1;1,375;1,375;6;5;4;5,25;5;3;5;5;4;6;7;5;4,44444444444444;5,88888888888889;3;5;5;5,66666666666667;6;6;5;5;1;4,44444444444444;4,22222222222222;7;6;6;5;7;6;7;7;5,90909090909091;6,33333333333333
4/20/2022;Συναινώ;2;40;4;7;1;6;2;5;9;2;2;3;4;1;3;3;3;1;3;4;7;6;7;7;1;6;4;4;7;5;4;5;1;7;6;2;1;6;6;7;7;6;4;6;6;5;3;1;6;5;7;6;1;7;7;4;1;4;1;1;5;5;4;5;7;1;3;3;2;4;6;5;1;6;1;1;1;1;7;1;1;3;1;7;1;1;1;4;5;7;7;7;7;4;7;1;7;1;3;1;1;1;2;2;2;1;2;4;3,375;4;4;1;7;7;7;7;7;4,66666666666667;6,77777777777778;3;1;5,2;3,55555555555556;1;6;2;2;1;3,33333333333333;1,11111111111111;5;4;3;4;5;7;7;7;3;7
4/20/2022;Συναινώ;2;25;5;6;2;6;3;5;6;4;1;3;3;1;3;2;4;1;5;2;6;3;6;6;6;4;3;2;6;3;4;6;1;3;6;6;5;2;3;1;6;4;6;7;5;4;3;1;7;3;5;6;6;2;4;5;5;5;2;1;2;4;6;2;4;2;2;5;5;3;5;5;2;7;1;1;1;1;6;1;2;2;6;6;4;7;2;1;1;6;6;7;6;1;6;5;6;6;1;2;2;2;2;2;2;2;2;2;3;6;6;7;7;2;7;3;2;6,33333333333333;4,88888888888889;4;3;3,1;3,77777777777778;4;3;3;1;2;3,22222222222222;1,33333333333333;6;7;7;7;7;6;6;6;6,27272727272727;6
4/20/2022;Συναινώ;1;37;4;2;1;7;2;1;4;2;2;1;4;3;2;4;4;3;7;4;7;6;3;5;3;6;6;5;7;5;6;6;6;7;3;7;5;6;2;2;6;4;5;7;7;4;7;1;4;6;6;7;6;3;6;7;2;4;1;1;6;2;2;4;4;6;3;6;6;1;5;4;1;7;1;2;2;1;7;3;1;2;6;6;1;7;4;2;1;6;7;7;7;1;7;6;7;6;2;1;1;1;3;2,625;2,625;5;5;3;5,125;4;3;6;7;5;2;3;2;5,77777777777778;4,77777777777778;4;2;4,9;3,44444444444444;4;2;3;1;1;3,66666666666667;1,44444444444444;6;6;7;7;6;4;7;7;5,90909090909091;6,44444444444444
4/20/2022;Συναινώ;2;23;4;2;1;7;1;7;3;2;1;3;2;2;2;3;4;1;6;6;5;5;1;4;3;6;6;2;7;5;6;7;3;6;2;7;2;5;6;1;6;7;1;5;5;6;7;1;6;7;2;7;4;5;4;7;2;2;1;1;6;4;6;4;2;1;5;4;1;6;7;7;5;3;1;1;1;1;7;7;1;1;6;7;7;7;1;1;2;7;7;6;5;1;7;7;7;5;1;1;1;3;3;2,5;2,5;7;6;7;6,375;2;6;7;7;5;5;6;4;5,77777777777778;5,44444444444444;2;6;5,4;3,66666666666667;6;7;1;5;1;4,55555555555556;2,55555555555556;7;7;6;7;7;7;7;7;6,54545454545455;6,77777777777778
4/20/2022;Συναινώ;2;40;2;6;2;7;1;9;5;4;1;3;4;1;3;1;3;1;6;4;6;3;6;7;6;6;4;2;7;5;7;7;5;3;7;6;3;3;2;1;7;7;7;7;5;3;6;1;5;4;6;7;1;7;7;2;6;6;1;1;7;6;7;4;7;6;6;7;7;1;3;7;1;1;1;5;1;4;7;1;1;2;6;7;4;7;2;1;1;7;7;7;6;1;7;4;7;7;1;1;1;1;2;1,625;1,625;2;1;1;3,625;4;6;7;7;2;3;5;7;6,44444444444444;5,22222222222222;5;2;4,5;4,77777777777778;1;1;5;7;1;4,22222222222222;2,44444444444444;6;7;7;7;7;6;7;7;6,27272727272727;6,77777777777778
4/20/2022;Συναινώ;2;42;4;4;5;4;4;3;2;2;1;4;3;2;3;2;2;2;6;3;6;3;1;6;2;4;7;3;7;5;6;7;2;3;4;5;1;4;7;2;7;2;2;5;7;6;7;4;7;6;6;7;3;3;3;6;6;5;1;7;7;1;1;5;6;2;1;7;5;1;6;6;1;6;1;2;4;4;7;1;2;3;5;7;6;6;1;1;1;7;7;6;5;2;6;5;7;6;1;1;1;2;2;2,125;2,125;7;4;6;6,25;5;5;6;4;6;6;7;5;5,55555555555556;6,44444444444444;2;2;3,4;4,11111111111111;2;3;2;2;1;3,22222222222222;2;5;7;7;6;7;7;7;7;6;6,66666666666667
4/20/2022;Συναινώ;2;28;5;7;1;7;2;6;5;3;2;3;2;1;2;1;3;1;1;2;4;4;5;6;4;4;4;1;7;4;4;6;3;4;6;6;2;4;4;3;4;4;7;7;5;4;1;1;4;4;4;6;4;4;4;2;2;2;1;1;6;4;5;2;4;2;2;2;5;1;5;3;2;6;1;1;1;1;7;4;1;3;3;7;3;3;2;2;2;6;4;3;5;3;5;4;6;2;2;2;2;3;3;2,125;2,125;3;2;1;2,5;6;7;5;7;4;5;6;4;6,22222222222222;4,77777777777778;4;4;4;3;4;3;3;2;1;2,44444444444444;1,55555555555556;5;6;6;5;6;6;6;6;4,18181818181818;5,66666666666667
4/20/2022;Συναινώ;1;34;5;1;2;7;1;1;4;2;1;2;2;1;1;2;2;1;6;2;3;3;1;7;7;7;7;1;2;4;7;7;6;3;4;5;5;5;6;2;4;6;1;6;6;2;6;2;7;3;3;6;7;4;1;1;1;1;1;1;2;7;4;5;1;4;4;6;1;4;5;4;2;7;4;1;4;1;7;7;1;6;2;7;4;2;4;7;7;4;1;1;1;1;3;2;2;2;5;6;5;3;4;2;2;7;4;7;6,25;6;7;6;6;1;2;3;1;6,22222222222222;3,22222222222222;6;5;4,6;2,11111111111111;7;7;3;1;1;4,88888888888889;2,44444444444444;2;1;1;7;3;4;2;3;2,45454545454545;3
4/20/2022;Συναινώ;2;40;5;6;2;7;2;7;7;4;3;4;2;1;2;1;4;1;5;3;6;6;3;7;5;7;5;5;6;6;6;5;5;7;3;6;5;7;7;2;7;7;5;6;7;2;6;2;7;5;2;6;6;6;4;2;4;3;2;1;1;4;6;5;2;3;2;5;3;4;2;6;5;4;1;1;2;2;4;1;1;1;2;6;2;5;6;2;1;6;6;5;6;2;6;5;6;6;2;2;1;3;3;2,5;2,5;5;5;3;5,25;5;3;6;6;3;3;3;2;5,55555555555556;4,88888888888889;6;6;6,3;3;6;5;6;4;4;4,66666666666667;2,33333333333333;7;6;7;6;6;2;6;7;5,18181818181818;5,66666666666667
4/20/2022;Συναινώ;2;30;3;7;4;6;5;9;3;2;3;4;1;2;2;3;4;3;4;3;2;4;7;6;4;4;3;1;7;3;7;6;7;7;6;6;7;5;1;1;4;4;7;7;4;7;5;1;4;3;7;5;6;4;5;7;3;5;4;5;6;7;4;1;7;1;1;6;7;5;7;7;6;7;7;2;6;2;7;1;5;1;7;7;7;7;1;1;1;7;7;7;7;1;7;2;7;7;1;1;1;4;3;3,25;3,25;1;2;1;3;5;7;7;7;4;1;1;2;6,22222222222222;3,22222222222222;1;1;3,6;5,11111111111111;1;1;1;1;1;2,66666666666667;3,44444444444444;7;7;7;7;7;7;7;7;6,54545454545455;7
4/20/2022;Συναινώ;2;37;2;6;6;4;4;5;6;3;1;4;3;2;3;2;3;2;7;3;4;6;2;5;3;6;1;5;5;5;5;4;4;7;2;4;5;7;7;6;3;4;2;5;7;4;7;4;2;6;3;7;4;3;6;6;5;7;6;4;7;3;7;6;2;5;5;6;7;4;2;2;4;4;2;4;6;4;7;1;5;2;4;7;1;4;1;3;4;5;6;5;5;4;5;5;7;6;1;1;1;2;2;2,25;2,25;6;6;6;5,625;5;3;2;4;5;4;3;4;4,33333333333333;4,11111111111111;4;5;5,3;5,66666666666667;6;1;6;4;1;4,55555555555556;3,44444444444444;6;5;4;4;7;7;7;7;4,63636363636364;6,22222222222222
4/20/2022;Συναινώ;2;31;5;2;1;7;3;7;6;3;1;3;3;1;3;1;3;1;7;2;6;7;2;7;2;7;6;2;6;7;5;6;1;6;6;5;4;7;6;1;6;7;4;7;7;1;5;1;7;7;1;4;3;7;6;2;1;2;1;1;2;1;1;4;5;2;6;6;2;7;4;5;1;6;1;2;2;2;7;2;2;2;6;7;4;6;1;2;2;6;7;5;6;2;6;2;7;6;1;1;1;2;2;1,75;1,75;6;2;4;5,125;6;6;7;7;6;7;4;5;6,11111111111111;6;7;7;6,9;1,88888888888889;3;6;4;2;1;4,77777777777778;1,66666666666667;6;6;6;6;7;7;7;7;5,45454545454545;6,66666666666667
4/20/2022;Συναινώ;2;43;3;6;1;7;4;7;8;2;4;3;4;1;3;1;3;1;6;1;6;5;6;7;6;6;6;1;7;6;6;6;1;6;2;5;1;5;5;4;6;6;5;6;5;4;6;1;6;5;5;6;2;4;4;5;4;5;2;2;4;5;5;4;3;5;4;6;6;3;4;5;2;4;1;1;1;1;7;1;1;3;6;6;2;6;3;2;2;7;7;7;4;4;7;3;4;4;1;1;1;1;2;2;2;2;6;3;5;7;7;4;7;2;7;7;6;6,11111111111111;5,77777777777778;4;3;5;4;5;2;4;4;1;4,22222222222222;1,44444444444444;5;6;6;4;7;5;7;7;5,09090909090909;6
4/20/2022;Συναινώ;2;27;4;4;3;7;6;9;9;2;2;4;3;2;4;2;4;2;7;3;7;4;7;7;4;5;7;2;7;7;6;7;2;4;7;7;2;4;6;3;6;7;7;7;6;3;6;6;6;6;7;5;6;7;7;2;2;3;1;1;4;2;1;4;5;2;1;5;6;6;6;5;1;1;1;1;3;1;7;3;1;2;6;7;7;6;2;1;1;7;7;7;7;1;7;6;7;6;1;1;1;2;1;2,375;2,375;1;1;1;4,375;5;6;5;2;4;6;6;2;5,66666666666667;5,55555555555556;5;1;5;2,55555555555556;3;2;2;7;1;3,33333333333333;2,11111111111111;6;7;7;7;7;6;7;7;6,54545454545455;6,88888888888889
4/20/2022;Συναινώ;2;33;2;6;2;7;2;8;6;3;2;3;4;1;3;3;3;1;6;3;5;3;7;7;5;6;5;1;6;5;6;7;2;6;7;7;3;5;4;2;6;6;7;7;5;5;4;1;5;5;5;4;3;4;7;7;6;7;5;2;2;1;1;5;1;3;5;7;6;1;7;6;1;5;1;1;3;5;7;6;3;3;7;7;7;7;1;1;1;7;7;7;7;1;7;7;7;5;1;1;1;1;2;2;2;1;1;1;3,5;5;7;6;7;3;6;5;5;6,33333333333333;5,11111111111111;3;3;4,6;4,22222222222222;7;2;1;3;1;4,11111111111111;2,66666666666667;5;7;7;7;7;7;7;7;6,63636363636364;7
4/20/2022;Συναινώ;2;31;4;7;2;7;2;7;7;3;1;4;2;1;2;3;4;2;3;2;5;3;6;6;3;6;5;1;6;4;6;6;2;4;7;6;3;4;3;2;5;7;6;7;5;7;3;1;5;3;4;5;5;6;6;3;5;5;2;2;7;5;6;2;6;3;2;6;3;6;6;5;2;6;2;2;2;2;7;2;3;2;6;6;2;6;5;2;2;4;4;7;2;3;6;3;3;5;3;5;3;3;3;2,625;2,625;2;1;2;3,125;6;7;6;7;5;6;5;3;6,22222222222222;5;1;4;4,2;4,55555555555556;2;5;2;2;1;3,66666666666667;2;6;6;6;5;5;3;3;5;5,18181818181818;4
4/20/2022;Συναινώ;2;23;3;7;5;7;7;5;5;1;2;4;1;4;1;4;4;4;5;6;6;1;2;5;5;6;2;7;7;3;5;6;5;1;1;6;6;1;3;7;4;6;6;3;6;7;2;7;2;2;3;5;5;5;7;7;7;7;7;7;7;7;7;4;6;5;1;7;1;1;7;7;6;5;2;1;7;5;7;7;7;1;7;7;7;7;2;1;1;7;1;7;5;1;7;4;7;7;1;1;1;4;4;3,75;3,75;6;7;2;4;2;1;1;1;3;3;2;3;3,33333333333333;4;1;5;3,1;7;2;7;1;3;1;3,88888888888889;4,33333333333333;7;7;7;7;7;6;7;7;6,72727272727273;6
4/20/2022;Συναινώ;2;59;4;1;1;7;2;9;9;5;3;4;2;3;3;2;1;1;7;1;4;7;1;6;3;7;7;1;7;7;5;7;6;7;1;6;5;7;7;7;7;7;1;7;6;1;7;1;7;4;1;3;4;5;7;4;7;4;1;2;5;7;5;4;1;4;7;7;5;4;7;5;4;4;1;1;5;1;1;1;3;5;3;6;7;6;1;1;1;3;7;6;4;2;5;4;4;4;1;1;1;3;2;2,375;2,375;7;7;7;6,75;7;7;1;7;5;2;3;4;5,66666666666667;5;7;7;6,5;4,66666666666667;7;3;1;4;7;4,66666666666667;3;3;7;7;6;7;7;7;7;5,45454545454545;5,55555555555556
4/20/2022;Συναινώ;2;23;4;7;2;6;2;5;8;5;2;3;4;3;2;3;3;2;7;2;5;6;4;6;6;6;4;2;7;4;6;7;5;6;2;6;6;6;6;4;5;6;2;7;7;2;7;3;5;6;3;6;6;7;5;5;4;6;3;6;6;3;6;6;3;6;6;7;3;5;2;6;4;6;3;2;2;6;7;2;2;2;6;7;3;6;2;2;2;6;6;7;7;2;7;4;7;6;2;6;2;1;3;2,5;2,5;4;6;6;5,75;6;6;4;5;2;3;2;2;5,88888888888889;4,22222222222222;6;5;5,8;4,88888888888889;5;5;6;2;1;5,77777777777778;2,66666666666667;6;6;6;6;6;6;2;6;5,63636363636364;6
4/20/2022;Συναινώ;2;34;4;5;2;6;5;5;4;3;2;4;3;2;3;1;4;2;4;6;6;6;4;4;5;7;5;2;7;7;5;1;2;5;4;1;6;6;6;6;5;7;5;4;6;5;1;4;5;7;1;5;2;7;7;6;1;3;4;4;6;3;6;6;2;4;6;1;4;1;1;5;5;6;1;1;1;3;6;1;1;2;3;7;1;4;1;2;3;6;6;6;6;2;6;3;6;4;2;2;2;2;2;2,375;2,375;4;4;3;4;2;6;2;4;3;6;2;6;3,22222222222222;5,11111111111111;3;7;6,2;4,44444444444444;6;4;7;2;2;4,44444444444444;1,88888888888889;6;6;5;6;6;7;6;6;4,54545454545455;6,22222222222222
4/21/2022;Συναινώ;2;48;5;4;3;7;2;5;3;2;2;3;3;2;2;3;2;2;7;2;4;5;2;2;5;5;6;1;7;5;6;4;5;4;3;4;4;3;7;2;4;3;6;7;6;3;7;1;3;3;6;7;3;2;2;4;1;2;1;6;4;3;5;6;3;5;4;2;5;2;4;4;1;1;1;1;2;1;7;1;1;1;2;6;6;1;2;2;2;4;4;3;4;5;5;2;5;5;1;2;2;2;3;2,375;2,375;6;5;2;5,75;6;7;6;7;3;3;4;5;5,55555555555556;4,33333333333333;5;2;3,7;3,11111111111111;5;3;4;7;1;3,88888888888889;1,77777777777778;7;6;6;3;7;6;6;6;4,36363636363636;5,11111111111111
4/21/2022;Συναινώ;2;29;5;7;4;7;5;8;3;1;1;2;4;2;4;2;3;2;5;4;5;5;3;6;5;5;4;3;6;5;4;4;3;6;2;5;4;6;6;6;6;6;6;5;6;3;6;4;5;6;4;6;5;3;5;6;6;3;2;2;2;4;4;5;4;2;4;4;4;4;2;6;2;4;2;4;4;2;7;4;1;2;6;6;4;4;2;4;2;6;7;4;6;3;6;4;6;4;2;2;2;1;1;1,75;1,75;5;6;2;4,75;4;5;2;4;3;5;4;3;4,55555555555556;4,77777777777778;5;4;5,1;3,77777777777778;4;4;6;4;1;4,33333333333333;2,66666666666667;6;4;6;5;6;6;6;6;4,81818181818182;6,11111111111111
4/21/2022;Συναινώ;2;49;4;7;1;7;1;5;9;4;2;3;3;1;4;1;1;1;7;2;7;5;2;7;4;6;7;1;7;6;6;7;1;5;5;6;1;6;7;7;7;5;2;7;7;1;7;1;5;6;2;7;1;5;6;6;5;6;2;2;2;5;5;3;5;5;2;5;6;1;1;5;1;3;1;1;6;3;1;7;1;1;6;7;2;3;1;1;1;1;5;7;1;1;6;2;7;5;1;1;1;2;1;1,5;1,5;6;3;6;6,125;6;7;1;7;4;7;7;7;6,11111111111111;6,44444444444444;7;6;5,7;4,33333333333333;3;2;7;5;7;3,66666666666667;3,55555555555556;7;7;7;7;7;7;7;7;5,45454545454545;5,33333333333333
4/21/2022;Συναινώ;2;32;3;7;1;7;1;9;5;5;1;3;4;1;4;1;2;1;6;2;5;4;3;6;3;6;5;4;7;6;5;3;1;7;5;4;2;5;5;3;5;7;4;6;5;4;4;1;6;7;7;6;2;7;6;5;2;5;3;5;4;4;2;2;5;4;3;3;4;2;5;6;4;4;5;2;2;2;7;2;2;1;4;6;2;2;2;1;2;2;6;4;4;2;6;4;5;2;1;1;1;1;1;1,375;1,375;5;3;4;4,625;6;4;5;7;5;7;6;6;5,22222222222222;5,77777777777778;4;1;5,4;4;3;4;3;4;1;3,33333333333333;2,66666666666667;7;7;6;6;7;6;7;7;4,63636363636364;5,44444444444444
4/21/2022;Συναινώ;2;28;2;7;1;7;1;8;5;3;2;2;2;2;4;4;4;3;1;1;3;4;5;7;4;7;1;1;4;6;4;5;4;7;7;1;6;5;3;7;7;7;7;7;4;7;1;6;2;4;1;1;3;7;7;5;1;3;4;4;7;4;3;1;7;4;1;1;4;1;7;7;7;5;3;1;4;4;7;1;4;7;1;7;4;1;1;3;7;7;4;6;5;1;5;1;7;1;6;4;2;3;1;2,625;2,625;3;1;1;1,875;7;7;1;2;4;4;2;5;4,22222222222222;3,88888888888889;1;7;5,5;4,22222222222222;1;4;1;3;1;2,33333333333333;3,11111111111111;1;5;1;7;2;7;4;6;2,72727272727273;5,77777777777778
4/21/2022;Συναινώ;2;35;4;3;1;7;2;9;8;4;1;3;3;1;3;1;3;1;3;3;5;4;6;6;4;7;4;1;7;6;5;5;1;6;3;5;4;3;3;3;5;7;6;6;5;1;3;1;4;6;3;6;3;5;6;4;2;4;1;4;5;3;3;2;2;1;2;6;4;1;6;6;1;6;1;1;2;1;7;3;1;1;7;7;4;6;1;1;1;7;7;7;6;2;7;4;7;5;1;1;1;2;2;1,75;1,75;2;5;2;3,375;5;7;5;7;4;7;4;5;5,77777777777778;5,11111111111111;7;5;5,6;3,55555555555556;6;4;2;2;1;3,33333333333333;1,44444444444444;7;7;7;6;7;7;7;7;6,09090909090909;6,88888888888889
4/21/2022;Συναινώ;2;31;4;7;1;7;2;7;8;5;3;4;3;1;3;3;4;2;3;5;6;4;7;6;5;6;4;6;6;4;4;6;3;6;6;6;6;6;4;4;6;6;6;5;4;3;2;2;5;5;4;4;6;5;5;3;2;1;1;1;2;1;1;1;6;2;1;4;6;2;7;4;2;6;1;5;3;1;7;1;1;2;6;6;6;6;4;1;1;6;4;7;6;1;6;6;6;7;1;2;2;2;2;2,625;2,625;1;2;2;2,75;3;2;4;6;3;5;2;2;4,66666666666667;4,33333333333333;5;4;5,1;1,88888888888889;2;2;1;2;1;2,11111111111111;1,88888888888889;6;7;7;7;7;4;6;6;6,54545454545455;5,55555555555556
